"CellCharter_3"	"CellCharter_4"	"CellCharter_5"	"CellCharter_6"	"CellCharter_7"	"CellCharter_8"	"CellCharter_9"	"CellCharter_10"	"SCANIT_3"	"SCANIT_4"	"SCANIT_5"	"SCANIT_6"	"SCANIT_7"	"SCANIT_8"	"SCANIT_9"	"SCANIT_10"	"SEDR_3"	"SEDR_4"	"SEDR_5"	"SEDR_6"	"SEDR_7"	"SEDR_8"	"SEDR_9"	"SEDR_10"	"SpaceFlow_3"	"SpaceFlow_4"	"SpaceFlow_5"	"SpaceFlow_6"	"SpaceFlow_7"	"SpaceFlow_8"	"SpaceFlow_9"	"SpaceFlow_10"	"x"	"y"	"X"	"label"	"label_old"
"DX1_8H_156_229"	2	1	3	4	6	4	0	4	1	1	2	2	0	3	3	5	1	1	1	5	5	7	1	1	0	3	0	1	2	1	5	2	184	50	"DX1_8H_156_229"	"midzonal"	"Layer 5"
"DX1_8H_234_108"	0	0	0	5	0	3	7	3	2	0	0	1	3	4	0	0	1	1	1	1	1	1	1	1	2	2	2	2	5	2	3	1	262	-71	"DX1_8H_234_108"	"midzonal"	"Layer 3"
"DX1_8H_251_184"	1	3	4	0	0	3	8	3	2	0	0	5	4	2	2	0	1	3	3	1	3	3	6	6	2	2	4	4	1	3	2	6	279	5	"DX1_8H_251_184"	"midzonal"	"Layer 3"
"DX1_8H_270_176"	1	3	4	0	1	5	8	3	2	0	0	1	3	4	0	4	1	1	4	5	5	7	8	8	2	0	2	2	5	2	3	1	298	-3	"DX1_8H_270_176"	"midzonal"	"Layer 4"
"DX1_8H_170_119"	1	2	2	2	1	1	1	1	1	0	2	3	5	6	6	7	1	3	1	1	1	1	6	6	1	3	3	3	2	7	0	3	198	-60	"DX1_8H_170_119"	"midzonal"	"Layer 4"
"DX1_8H_186_152"	1	2	2	2	2	1	1	1	0	2	4	0	1	6	7	3	1	1	4	4	4	4	4	4	1	3	3	3	6	6	0	7	214	-27	"DX1_8H_186_152"	"periportal"	"Layer 8"
"DX1_8H_187_82"	0	0	0	5	5	2	2	2	2	0	0	5	4	2	2	0	2	2	2	2	7	8	9	10	0	2	4	4	1	4	4	4	215	-97	"DX1_8H_187_82"	"pericentral"	"Layer 1"
"DX1_8H_169_242"	1	2	4	4	1	4	5	4	1	1	2	3	0	6	3	7	1	1	4	4	4	4	8	8	1	3	3	3	2	7	0	3	197	63	"DX1_8H_169_242"	"periportal"	"Layer 8"
"DX1_8H_87_119"	2	1	1	1	6	4	4	6	1	1	4	2	0	3	7	5	1	1	4	4	4	4	4	4	1	3	3	3	6	6	0	7	115	-60	"DX1_8H_87_119"	"periportal"	"Layer 7"
"DX1_8H_232_107"	1	3	4	0	1	5	8	3	2	0	0	1	3	4	0	4	1	1	4	5	5	7	8	8	2	0	2	2	5	2	3	1	260	-72	"DX1_8H_232_107"	"midzonal"	"Layer 6"
"DX1_8H_144_151"	0	0	0	5	5	2	2	2	1	1	2	3	5	1	6	2	2	2	2	2	7	8	9	10	0	1	0	1	3	4	4	4	172	-28	"DX1_8H_144_151"	"pericentral"	"Layer 1"
"DX1_8H_202_263"	1	2	2	2	2	1	1	4	0	2	1	0	1	6	5	3	1	1	4	4	4	4	4	4	1	0	1	0	0	0	1	0	230	84	"DX1_8H_202_263"	"periportal"	"Layer 8"
"DX1_8H_228_243"	2	1	1	1	4	6	6	9	0	2	4	0	1	6	7	3	3	4	5	6	6	6	7	7	1	3	3	3	6	6	0	3	256	64	"DX1_8H_228_243"	"midzonal"	"Layer 5"
"DX1_8H_284_140"	2	1	3	3	3	7	7	1	0	2	1	0	2	0	1	1	1	1	4	4	5	7	8	8	2	0	2	2	5	2	3	0	312	-39	"DX1_8H_284_140"	"periportal"	"Layer 9"
"DX1_8H_231_150"	1	2	2	2	2	1	1	1	0	2	1	0	2	0	1	1	1	1	4	5	5	7	8	8	1	0	1	0	0	0	1	0	259	-29	"DX1_8H_231_150"	"periportal"	"Layer 9"
"DX1_8H_297_190"	2	1	3	3	3	7	7	7	0	2	1	4	1	5	5	3	1	1	4	4	5	4	8	8	0	1	0	0	4	5	1	8	325	11	"DX1_8H_297_190"	"periportal"	"Layer 9"
"DX1_8H_148_133"	1	2	4	0	1	4	0	4	0	2	0	0	1	6	0	7	1	1	4	4	4	4	4	4	1	3	3	3	2	7	0	0	176	-46	"DX1_8H_148_133"	"periportal"	"Layer 7"
"DX1_8H_211_225"	1	2	4	0	1	5	8	5	2	2	0	1	1	6	0	4	1	1	4	5	5	7	8	8	1	3	1	0	0	7	0	0	239	46	"DX1_8H_211_225"	"periportal"	"Layer 7"
"DX1_8H_227_207"	1	2	2	2	2	4	1	4	0	2	1	0	2	0	1	1	1	1	4	4	4	4	4	4	1	0	1	0	0	0	1	0	255	28	"DX1_8H_227_207"	"periportal"	"Layer 9"
"DX1_8H_174_195"	1	2	4	0	1	5	0	8	1	1	2	3	0	1	3	2	1	1	1	5	1	1	1	1	0	3	0	1	2	1	5	2	202	16	"DX1_8H_174_195"	"midzonal"	"Layer 5"
"DX1_8H_109_148"	2	1	3	4	6	4	0	7	1	1	4	2	0	3	8	9	1	1	4	4	4	4	4	4	1	3	3	3	6	6	0	7	137	-31	"DX1_8H_109_148"	"periportal"	"Layer 9"
"DX1_8H_227_85"	1	3	4	0	1	5	8	3	0	3	3	4	1	5	8	8	1	1	4	5	5	7	8	8	0	1	0	5	4	5	1	8	255	-94	"DX1_8H_227_85"	"midzonal"	"Layer 5"
"DX1_8H_138_278"	2	1	3	4	6	4	0	0	1	1	4	2	1	6	8	5	1	3	1	1	1	1	6	6	0	1	0	1	4	1	5	2	166	99	"DX1_8H_138_278"	"midzonal"	"Layer 4"
"DX1_8H_265_129"	1	3	4	0	1	5	8	8	0	2	1	0	2	0	1	1	1	1	1	5	5	7	8	8	2	0	2	2	5	2	3	1	293	-50	"DX1_8H_265_129"	"midzonal"	"Layer 6"
"DX1_8H_131_162"	1	3	4	0	0	3	3	8	1	1	2	3	5	1	3	2	1	3	3	3	3	3	3	3	0	1	0	1	3	1	7	5	159	-17	"DX1_8H_131_162"	"midzonal"	"Layer 3"
"DX1_8H_135_187"	0	3	4	4	0	3	3	0	1	1	4	2	0	3	8	9	1	1	1	5	1	1	1	1	0	1	0	1	4	1	5	2	163	8	"DX1_8H_135_187"	"midzonal"	"Layer 4"
"DX1_8H_155_127"	1	2	4	0	1	5	8	8	2	0	0	1	3	7	0	6	1	3	1	1	1	1	6	6	0	1	0	1	3	1	7	5	183	-52	"DX1_8H_155_127"	"midzonal"	"Layer 3"
"DX1_8H_128_101"	0	0	0	5	5	2	2	2	1	1	2	3	5	1	6	2	2	2	2	2	7	8	9	10	0	1	0	1	3	4	4	4	156	-78	"DX1_8H_128_101"	"pericentral"	"Layer 1"
"DX1_8H_198_138"	1	3	4	0	1	5	8	8	2	0	0	1	3	4	0	4	1	1	1	5	5	7	8	8	1	0	1	0	0	2	3	0	226	-41	"DX1_8H_198_138"	"midzonal"	"Layer 6"
"DX1_8H_295_201"	2	1	3	3	3	7	7	7	0	2	1	0	1	0	5	3	1	1	4	4	4	4	4	4	1	0	1	0	0	0	1	0	323	22	"DX1_8H_295_201"	"periportal"	"Layer 8"
"DX1_8H_152_246"	2	1	1	1	4	6	4	6	1	1	4	2	0	6	7	5	1	1	4	4	4	4	4	4	1	3	3	3	6	6	0	7	180	67	"DX1_8H_152_246"	"periportal"	"Layer 9"
"DX1_8H_231_260"	0	0	3	3	3	7	7	7	2	3	3	4	6	7	4	6	2	2	2	2	7	8	9	10	0	1	0	1	3	4	4	4	259	81	"DX1_8H_231_260"	"pericentral"	"Layer 1"
"DX1_8H_271_127"	1	3	4	0	1	5	8	8	0	2	1	0	2	0	1	1	1	1	4	4	4	4	4	4	2	0	2	2	5	2	3	0	299	-52	"DX1_8H_271_127"	"midzonal"	"Layer 6"
"DX1_8H_207_113"	1	2	2	2	2	1	5	1	0	2	1	0	2	0	1	1	1	1	4	4	4	4	4	4	1	0	1	0	0	0	1	0	235	-66	"DX1_8H_207_113"	"periportal"	"Layer 9"
"DX1_8H_187_186"	2	1	1	4	6	4	0	4	1	1	4	2	0	3	7	5	1	1	4	4	5	7	8	8	1	3	3	3	6	6	0	3	215	7	"DX1_8H_187_186"	"midzonal"	"Layer 6"
"DX1_8H_290_172"	2	1	1	1	4	0	6	9	0	3	3	4	1	5	8	8	1	1	4	5	5	7	8	8	0	1	0	5	4	5	5	2	318	-7	"DX1_8H_290_172"	"periportal"	"Layer 8"
"DX1_8H_220_192"	1	2	4	0	1	5	5	8	2	0	0	1	3	4	0	7	1	1	4	4	5	7	8	8	1	0	1	0	0	0	3	0	248	13	"DX1_8H_220_192"	"periportal"	"Layer 7"
"DX1_8H_235_151"	1	2	2	2	2	1	5	5	0	2	1	0	2	0	1	1	1	1	4	4	4	4	8	8	1	0	1	0	0	0	1	0	263	-28	"DX1_8H_235_151"	"periportal"	"Layer 8"
"DX1_8H_243_142"	0	0	0	5	0	3	3	3	2	0	0	5	4	2	2	0	1	3	3	3	3	3	3	3	2	2	4	4	1	3	2	6	271	-37	"DX1_8H_243_142"	"pericentral"	"Layer 2"
"DX1_8H_180_262"	1	2	2	4	2	4	5	4	0	2	1	0	2	0	1	1	1	1	4	4	4	4	4	4	1	0	1	0	0	0	1	0	208	83	"DX1_8H_180_262"	"periportal"	"Layer 9"
"DX1_8H_151_97"	0	0	0	5	5	2	2	2	2	0	0	5	4	2	2	0	2	2	2	2	7	8	2	2	0	2	4	4	1	4	4	4	179	-82	"DX1_8H_151_97"	"pericentral"	"Layer 1"
"DX1_8H_249_212"	0	0	0	5	0	3	3	3	2	0	0	5	4	2	2	0	2	3	3	3	2	2	3	3	2	2	4	4	1	3	2	6	277	33	"DX1_8H_249_212"	"pericentral"	"Layer 2"
"DX1_8H_276_226"	1	3	4	0	1	5	8	5	0	2	1	0	2	0	1	1	1	1	4	5	5	7	8	8	1	0	1	0	0	2	3	0	304	47	"DX1_8H_276_226"	"periportal"	"Layer 7"
"DX1_8H_274_193"	1	3	4	0	1	5	5	8	0	2	1	0	2	0	1	1	1	1	4	4	4	4	4	4	1	0	1	0	0	0	1	0	302	14	"DX1_8H_274_193"	"periportal"	"Layer 9"
"DX1_8H_237_255"	1	2	2	2	2	1	1	1	0	2	1	0	2	0	5	3	1	1	4	4	4	4	4	4	1	0	3	0	6	6	0	7	265	76	"DX1_8H_237_255"	"periportal"	"Layer 8"
"DX1_8H_288_144"	2	1	3	3	3	0	7	0	0	3	3	4	6	7	4	6	1	3	3	1	3	3	6	6	0	1	0	5	4	1	5	2	316	-35	"DX1_8H_288_144"	"midzonal"	"Layer 4"
"DX1_8H_226_110"	1	2	4	0	1	5	5	5	0	2	1	0	2	0	1	1	1	1	4	4	4	4	4	4	1	0	1	0	0	0	1	0	254	-69	"DX1_8H_226_110"	"periportal"	"Layer 7"
"DX1_8H_152_111"	1	3	4	0	0	5	8	8	2	0	0	1	3	4	0	4	1	3	1	1	1	1	6	1	2	2	2	2	1	3	2	1	180	-68	"DX1_8H_152_111"	"midzonal"	"Layer 4"
"DX1_8H_179_108"	1	2	4	0	1	5	5	8	0	2	1	0	1	0	5	3	1	1	4	5	5	7	8	8	1	0	1	0	0	0	1	0	207	-71	"DX1_8H_179_108"	"periportal"	"Layer 7"
"DX1_8H_199_202"	1	2	4	0	1	5	5	5	2	0	0	1	3	4	0	7	1	1	4	5	5	7	8	8	1	0	2	2	5	2	3	1	227	23	"DX1_8H_199_202"	"midzonal"	"Layer 6"
"DX1_8H_175_247"	1	2	2	2	1	4	5	5	0	2	1	0	2	0	1	1	1	1	4	4	4	4	4	4	1	0	1	0	0	0	1	0	203	68	"DX1_8H_175_247"	"periportal"	"Layer 9"
"DX1_8H_240_153"	1	3	4	0	1	5	8	8	2	0	0	1	3	4	0	4	1	1	4	5	5	7	8	8	2	0	2	2	5	2	3	1	268	-26	"DX1_8H_240_153"	"midzonal"	"Layer 6"
"DX1_8H_153_134"	1	2	4	0	1	5	8	8	2	0	0	1	3	6	0	7	1	1	1	5	5	7	8	8	1	3	2	2	2	7	3	3	181	-45	"DX1_8H_153_134"	"midzonal"	"Layer 6"
"DX1_8H_183_87"	0	0	0	5	0	3	3	3	2	0	0	5	4	2	2	0	2	2	3	3	2	2	2	2	2	2	4	4	1	3	4	6	211	-92	"DX1_8H_183_87"	"pericentral"	"Layer 2"
"DX1_8H_133_112"	1	3	4	0	0	3	3	8	1	1	2	3	5	1	3	2	1	1	1	5	1	1	1	1	0	3	2	1	2	7	7	5	161	-67	"DX1_8H_133_112"	"midzonal"	"Layer 3"
"DX1_8H_177_84"	2	1	1	1	4	6	6	9	0	3	3	4	6	5	4	3	1	3	1	1	1	1	6	1	1	3	3	3	2	7	0	3	205	-95	"DX1_8H_177_84"	"midzonal"	"Layer 5"
"DX1_8H_136_88"	1	3	4	0	1	5	8	5	0	2	1	0	2	0	1	1	1	1	4	4	4	4	8	4	1	0	1	0	0	0	1	0	164	-91	"DX1_8H_136_88"	"periportal"	"Layer 7"
"DX1_8H_116_110"	2	2	1	4	6	4	0	4	1	1	2	2	0	3	3	5	1	1	4	4	4	4	4	4	1	3	3	3	2	7	0	3	144	-69	"DX1_8H_116_110"	"periportal"	"Layer 7"
"DX1_8H_279_179"	1	2	2	2	2	1	1	1	0	2	1	0	1	0	5	3	1	1	4	4	4	4	4	4	1	0	1	0	0	0	1	0	307	0	"DX1_8H_279_179"	"periportal"	"Layer 8"
"DX1_8H_118_132"	1	2	4	0	1	5	8	8	1	1	2	3	5	1	6	2	1	1	1	5	5	7	8	8	2	3	2	2	2	7	7	3	146	-47	"DX1_8H_118_132"	"midzonal"	"Layer 5"
"DX1_8H_162_235"	1	2	4	4	1	4	5	4	1	1	2	3	0	6	3	7	1	1	4	4	4	4	4	4	1	3	1	0	0	7	0	0	190	56	"DX1_8H_162_235"	"periportal"	"Layer 9"
"DX1_8H_156_82"	1	3	4	0	1	3	5	5	0	3	3	4	6	5	4	8	1	3	3	3	3	3	6	6	0	1	0	5	4	5	6	8	184	-97	"DX1_8H_156_82"	"midzonal"	"Layer 5"
"DX1_8H_242_225"	2	1	1	1	4	6	6	9	1	0	2	3	5	6	6	7	1	1	1	1	1	1	1	1	1	3	3	3	6	6	0	3	270	46	"DX1_8H_242_225"	"midzonal"	"Layer 6"
"DX1_8H_228_200"	2	1	1	1	4	6	6	6	0	2	4	0	1	6	7	3	1	1	4	5	5	7	8	8	1	3	3	3	6	6	0	7	256	21	"DX1_8H_228_200"	"periportal"	"Layer 7"
"DX1_8H_212_92"	1	2	4	0	1	5	5	5	0	2	3	4	1	5	5	3	1	1	1	5	5	7	8	8	1	0	1	5	4	2	6	9	240	-87	"DX1_8H_212_92"	"midzonal"	"Layer 5"
"DX1_8H_145_132"	1	2	2	2	1	5	5	5	0	2	0	0	1	6	5	7	1	1	4	4	4	4	8	8	1	0	1	0	0	7	0	0	173	-47	"DX1_8H_145_132"	"periportal"	"Layer 7"
"DX1_8H_286_192"	1	2	2	2	1	1	1	8	0	2	1	0	2	0	1	1	1	1	4	4	4	4	4	4	1	0	1	0	0	0	1	0	314	13	"DX1_8H_286_192"	"periportal"	"Layer 7"
"DX1_8H_195_169"	1	3	4	0	1	5	8	8	1	1	2	3	5	1	6	2	1	3	3	3	3	3	3	3	0	1	0	1	3	1	7	5	223	-10	"DX1_8H_195_169"	"midzonal"	"Layer 3"
"DX1_8H_191_241"	1	3	4	0	0	5	8	8	2	0	0	5	4	2	2	4	1	3	1	1	1	1	6	6	2	2	2	2	1	3	2	1	219	62	"DX1_8H_191_241"	"midzonal"	"Layer 3"
"DX1_8H_217_212"	1	2	2	2	2	4	1	4	0	2	1	0	2	0	5	3	1	1	4	4	4	4	4	4	1	0	1	0	0	0	1	7	245	33	"DX1_8H_217_212"	"periportal"	"Layer 8"
"DX1_8H_220_218"	0	3	0	5	0	3	3	3	1	0	0	5	4	2	2	7	2	3	3	3	2	2	3	3	0	2	0	4	1	3	2	6	248	39	"DX1_8H_220_218"	"midzonal"	"Layer 3"
"DX1_8H_254_214"	0	3	0	5	0	3	3	3	2	0	0	5	4	2	2	0	2	2	2	2	2	2	2	2	2	2	4	4	1	3	2	6	282	35	"DX1_8H_254_214"	"pericentral"	"Layer 2"
"DX1_8H_161_126"	1	2	2	2	2	1	1	1	0	2	1	0	1	0	5	3	1	1	4	4	4	4	8	8	1	3	3	3	6	6	0	7	189	-53	"DX1_8H_161_126"	"midzonal"	"Layer 6"
"DX1_8H_241_127"	0	0	0	5	0	3	3	3	2	0	0	5	4	2	2	0	1	3	3	1	3	3	6	6	2	2	4	4	1	3	2	6	269	-52	"DX1_8H_241_127"	"midzonal"	"Layer 4"
"DX1_8H_121_133"	0	0	0	5	5	3	2	2	1	1	2	3	5	1	6	2	1	3	3	3	3	3	3	3	0	1	0	1	3	1	7	5	149	-46	"DX1_8H_121_133"	"midzonal"	"Layer 3"
"DX1_8H_208_177"	1	3	4	0	0	3	3	5	2	0	0	1	3	4	0	4	1	3	1	1	1	1	6	1	2	0	2	2	5	2	3	1	236	-2	"DX1_8H_208_177"	"midzonal"	"Layer 4"
"DX1_8H_295_192"	1	3	3	3	3	7	7	7	0	2	1	0	2	0	1	1	1	1	4	5	5	7	8	8	2	0	2	2	5	2	3	1	323	13	"DX1_8H_295_192"	"midzonal"	"Layer 6"
"DX1_8H_194_147"	1	2	2	2	2	1	1	5	1	1	4	3	1	6	7	7	1	1	1	5	1	1	1	1	0	3	0	1	2	1	5	2	222	-32	"DX1_8H_194_147"	"midzonal"	"Layer 4"
"DX1_8H_266_108"	0	3	3	3	3	7	7	7	0	3	3	4	6	7	4	6	1	3	3	3	3	3	3	3	0	1	0	1	4	5	6	8	294	-71	"DX1_8H_266_108"	"midzonal"	"Layer 3"
"DX1_8H_211_180"	1	2	2	2	2	1	1	1	0	2	1	0	2	0	5	3	1	1	4	4	4	4	8	8	1	0	3	0	6	6	0	7	239	1	"DX1_8H_211_180"	"periportal"	"Layer 8"
"DX1_8H_212_266"	1	3	4	0	1	5	8	7	0	2	3	4	1	5	4	3	1	1	4	5	5	7	8	8	2	0	2	2	5	2	3	1	240	87	"DX1_8H_212_266"	"midzonal"	"Layer 6"
"DX1_8H_183_237"	1	2	2	2	1	5	5	5	0	2	0	0	1	6	5	7	1	1	4	4	4	4	4	4	1	3	1	0	0	7	0	0	211	58	"DX1_8H_183_237"	"periportal"	"Layer 9"
"DX1_8H_254_194"	1	2	2	2	2	1	1	1	0	2	1	0	2	0	5	3	1	1	4	4	4	4	4	4	1	0	1	0	0	0	1	0	282	15	"DX1_8H_254_194"	"periportal"	"Layer 8"
"DX1_8H_217_202"	0	0	0	5	5	2	2	2	2	0	0	5	4	2	2	0	1	3	3	3	3	3	3	3	2	2	4	4	1	3	2	6	245	23	"DX1_8H_217_202"	"pericentral"	"Layer 2"
"DX1_8H_100_112"	2	1	1	1	6	6	4	6	1	1	4	2	0	3	7	5	3	4	5	6	6	5	5	5	1	3	3	3	6	6	0	3	128	-67	"DX1_8H_100_112"	"midzonal"	"Layer 5"
"DX1_8H_220_207"	1	3	4	0	1	5	8	8	2	0	0	1	3	4	0	4	1	1	1	5	5	7	8	8	1	0	2	2	5	2	3	1	248	28	"DX1_8H_220_207"	"midzonal"	"Layer 6"
"DX1_8H_273_144"	1	3	4	0	0	3	8	3	2	0	0	1	3	4	0	4	1	3	1	1	1	1	1	1	2	2	2	2	5	2	2	1	301	-35	"DX1_8H_273_144"	"midzonal"	"Layer 4"
"DX1_8H_91_116"	2	1	1	4	6	4	4	6	1	1	4	2	0	3	3	5	1	1	1	5	5	7	1	1	0	3	3	3	4	5	6	9	119	-63	"DX1_8H_91_116"	"midzonal"	"Layer 6"
"DX1_8H_264_130"	1	3	4	0	1	5	8	8	0	2	1	0	2	0	1	1	1	1	1	5	5	7	8	8	2	0	2	2	5	2	3	1	292	-49	"DX1_8H_264_130"	"midzonal"	"Layer 5"
"DX1_8H_270_214"	0	3	4	0	1	3	8	3	2	0	0	1	4	2	0	0	1	3	3	1	3	3	6	6	2	2	2	2	1	3	2	1	298	35	"DX1_8H_270_214"	"midzonal"	"Layer 3"
"DX1_8H_209_88"	1	2	2	2	1	5	1	1	0	2	1	0	2	0	1	1	1	1	4	5	5	7	8	8	1	0	1	0	0	2	3	0	237	-91	"DX1_8H_209_88"	"periportal"	"Layer 7"
"DX1_8H_150_263"	2	1	1	1	4	4	4	6	1	1	4	2	0	3	7	5	1	1	4	5	5	7	8	8	1	3	3	3	2	7	0	3	178	84	"DX1_8H_150_263"	"midzonal"	"Layer 6"
"DX1_8H_215_101"	0	0	0	5	5	3	2	2	0	3	3	4	6	7	4	6	2	2	2	2	2	2	2	2	0	1	0	1	3	4	4	2	243	-78	"DX1_8H_215_101"	"pericentral"	"Layer 2"
"DX1_8H_181_277"	1	3	3	4	3	4	0	4	0	3	3	4	1	5	5	8	1	1	4	4	4	4	4	4	1	3	3	3	6	6	0	3	209	98	"DX1_8H_181_277"	"periportal"	"Layer 8"
"DX1_8H_175_144"	1	2	2	2	1	1	1	1	0	2	1	0	2	0	5	3	1	1	4	4	4	4	8	8	1	0	1	0	0	0	1	0	203	-35	"DX1_8H_175_144"	"periportal"	"Layer 7"
"DX1_8H_166_260"	1	2	4	0	1	5	5	5	0	2	1	0	2	0	1	1	1	1	4	4	4	4	4	4	1	0	1	0	0	0	1	0	194	81	"DX1_8H_166_260"	"periportal"	"Layer 8"
"DX1_8H_190_218"	1	2	2	2	2	1	1	1	0	2	1	0	2	0	5	1	1	1	4	4	4	4	4	4	1	0	1	0	0	0	1	0	218	39	"DX1_8H_190_218"	"periportal"	"Layer 7"
"DX1_8H_193_105"	1	2	2	2	2	1	1	1	0	2	1	0	2	0	1	1	1	1	4	4	4	4	4	4	1	0	1	0	0	0	1	0	221	-74	"DX1_8H_193_105"	"periportal"	"Layer 8"
"DX1_8H_160_205"	0	0	0	5	5	2	2	2	1	1	2	3	5	1	6	2	2	2	2	2	2	2	2	2	0	1	0	1	3	1	7	5	188	26	"DX1_8H_160_205"	"pericentral"	"Layer 1"
"DX1_8H_143_182"	1	3	3	4	6	4	0	0	1	1	4	2	0	3	3	9	1	3	1	1	1	1	6	6	0	1	0	1	3	1	7	5	171	3	"DX1_8H_143_182"	"midzonal"	"Layer 3"
"DX1_8H_211_244"	1	2	2	2	2	1	1	1	0	2	1	0	2	0	1	1	1	1	4	4	4	4	4	4	1	0	1	0	0	0	1	0	239	65	"DX1_8H_211_244"	"periportal"	"Layer 9"
"DX1_8H_181_86"	1	3	3	3	0	3	3	3	2	0	0	5	4	2	2	0	1	3	3	1	3	3	6	6	2	2	2	4	1	3	2	6	209	-93	"DX1_8H_181_86"	"midzonal"	"Layer 3"
"DX1_8H_263_159"	0	0	0	5	5	2	2	2	2	0	0	5	4	2	2	0	2	2	2	2	7	8	9	10	0	2	0	4	3	4	4	4	291	-20	"DX1_8H_263_159"	"pericentral"	"Layer 1"
"DX1_8H_224_174"	1	2	2	2	2	1	5	5	0	2	1	0	2	0	1	1	1	1	4	4	5	7	8	8	1	0	1	0	0	0	1	0	252	-5	"DX1_8H_224_174"	"periportal"	"Layer 9"
"DX1_8H_193_225"	1	2	2	2	1	5	5	8	0	2	1	0	2	0	1	1	1	1	4	4	4	4	4	4	1	0	1	0	0	0	1	0	221	46	"DX1_8H_193_225"	"periportal"	"Layer 8"
"DX1_8H_269_212"	0	0	0	5	5	2	2	2	2	0	0	5	4	2	2	0	2	2	2	3	2	2	2	2	0	2	4	4	1	4	4	4	297	33	"DX1_8H_269_212"	"pericentral"	"Layer 2"
"DX1_8H_220_137"	2	2	2	2	2	1	1	1	0	2	1	0	2	0	5	3	1	1	4	5	5	7	8	8	1	0	1	0	0	0	1	7	248	-42	"DX1_8H_220_137"	"midzonal"	"Layer 6"
"DX1_8H_127_148"	0	0	0	5	5	2	2	2	1	1	2	3	5	1	6	2	2	2	2	2	7	8	9	10	0	1	0	1	3	4	4	4	155	-31	"DX1_8H_127_148"	"pericentral"	"Layer 1"
"DX1_8H_162_250"	1	3	4	0	1	5	8	8	1	0	0	1	4	1	6	7	1	1	1	1	1	1	1	1	2	2	2	2	5	2	2	1	190	71	"DX1_8H_162_250"	"midzonal"	"Layer 4"
"DX1_8H_258_172"	1	2	2	0	1	1	8	5	2	0	0	1	3	4	0	4	1	1	1	5	5	7	8	8	2	0	2	2	5	2	3	1	286	-7	"DX1_8H_258_172"	"midzonal"	"Layer 6"
"DX1_8H_228_160"	2	1	1	1	4	6	4	6	1	1	4	2	0	3	7	5	1	1	4	4	4	4	4	9	1	3	3	3	6	6	0	3	256	-19	"DX1_8H_228_160"	"periportal"	"Layer 7"
"DX1_8H_163_264"	1	2	4	0	1	5	6	8	1	1	4	0	1	6	3	7	1	1	4	4	4	4	4	4	1	3	3	3	2	7	0	3	191	85	"DX1_8H_163_264"	"midzonal"	"Layer 5"
"DX1_8H_253_133"	0	0	0	5	0	3	3	3	2	0	0	5	4	2	2	0	2	2	3	3	2	2	3	3	2	2	4	4	1	3	2	6	281	-46	"DX1_8H_253_133"	"pericentral"	"Layer 2"
"DX1_8H_154_194"	0	0	0	5	0	0	2	0	1	1	4	2	0	3	3	9	2	2	3	3	2	2	2	2	0	1	0	1	2	1	5	2	182	15	"DX1_8H_154_194"	"pericentral"	"Layer 2"
"DX1_8H_177_116"	1	2	2	2	1	1	1	1	0	2	1	0	1	0	5	3	1	1	4	5	5	7	8	8	1	0	1	0	0	0	1	0	205	-63	"DX1_8H_177_116"	"periportal"	"Layer 7"
"DX1_8H_262_172"	1	3	4	0	0	3	8	3	2	0	0	5	4	2	2	0	1	3	3	3	3	3	3	3	2	2	4	4	1	3	2	6	290	-7	"DX1_8H_262_172"	"pericentral"	"Layer 2"
"DX1_8H_139_101"	1	2	4	2	1	5	5	8	0	2	4	0	1	6	7	3	1	1	4	4	4	4	4	4	1	3	3	3	6	6	0	7	167	-78	"DX1_8H_139_101"	"periportal"	"Layer 7"
"DX1_8H_184_208"	2	1	1	4	6	4	4	4	1	1	4	2	0	3	7	5	1	1	4	4	5	7	8	8	1	3	3	3	6	6	0	3	212	29	"DX1_8H_184_208"	"midzonal"	"Layer 6"
"DX1_8H_195_266"	1	2	2	2	1	5	5	5	0	2	1	0	2	0	1	1	1	1	4	4	4	4	4	4	1	0	1	0	0	0	1	0	223	87	"DX1_8H_195_266"	"periportal"	"Layer 9"
"DX1_8H_169_82"	2	1	1	1	4	6	6	9	0	3	3	4	1	5	8	8	1	3	3	3	3	3	3	3	0	1	0	5	4	5	5	2	197	-97	"DX1_8H_169_82"	"midzonal"	"Layer 3"
"DX1_8H_282_190"	2	2	2	2	2	1	1	1	0	2	1	0	2	0	1	1	1	1	4	4	4	4	8	8	1	0	1	0	0	2	3	0	310	11	"DX1_8H_282_190"	"periportal"	"Layer 7"
"DX1_8H_267_171"	1	3	4	0	0	3	8	3	2	0	0	5	4	2	2	0	2	2	3	3	2	2	3	3	2	2	4	4	1	3	2	6	295	-8	"DX1_8H_267_171"	"pericentral"	"Layer 2"
"DX1_8H_160_157"	1	3	4	0	1	5	8	8	1	1	2	3	5	1	6	2	1	3	3	1	3	3	6	6	0	1	0	1	3	1	7	5	188	-22	"DX1_8H_160_157"	"midzonal"	"Layer 3"
"DX1_8H_242_234"	1	2	2	2	2	5	5	5	0	2	1	0	2	0	1	1	1	1	4	4	5	7	8	8	1	0	1	0	0	0	1	0	270	55	"DX1_8H_242_234"	"periportal"	"Layer 8"
"DX1_8H_104_113"	2	1	1	1	6	6	4	6	1	1	4	2	0	3	7	5	1	1	4	4	4	5	5	5	1	3	3	3	6	6	0	3	132	-66	"DX1_8H_104_113"	"periportal"	"Layer 8"
